FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
110608;1600;;;;
110608;1700;;;;
110608;1800;;;;
110608;1900;;;;
110608;2000;;;;
110608;2100;;23;;
110608;2200;;30,8;;
110608;2300;;26,2;;
110609;0000;;28,5;;
110609;0100;;;;
110609;0200;;22,5;;
110609;0300;;13,7;;
110609;0400;;20,2;;
110609;0500;;11,4;;
110609;0600;;11,8;;
110609;0700;;23,2;;
110609;0800;;16,3;;
110609;0900;;20,8;;
110609;1000;;;;
110609;1100;;25,7;;
110609;1200;;27,9;;
110609;1300;;23,6;;
110609;1400;;24,6;;
110609;1500;;;;
110609;1600;;38,4;;
110609;1700;;34,1;;
110609;1800;;48;;
110609;1900;;41,9;;
110609;2000;;43,8;;
110609;2100;;30,2;;
110609;2200;;;;
110609;2300;;24,8;;
110610;0000;;15,5;;
110610;0100;;12,1;;
110610;0200;;10,2;;
110610;0300;;13,6;;
110610;0400;;23,2;;
110610;0500;;14,2;;
110610;0600;;10;;
110610;0700;;11;;
110610;0800;;;;
110610;0900;;17,9;;
110610;1000;;21,3;;
110610;1100;;15,9;;
110610;1200;;;;
110610;1300;;25;;
110610;1400;;27,9;;
110610;1500;;16,7;;
110610;1600;;21,9;;
110610;1700;;84,7;;
110610;1800;;100,4;;
110610;1900;;97,7998;;
110610;2000;;59,4;;
110610;2100;;62,5;;
110610;2200;;56,2;;
110610;2300;;71,2;;
110611;0000;;44;;
110611;0100;;68,2998;;
110611;0200;;50,1;;
110611;0300;;52,6;;
110611;0400;;47,4;;
110611;0500;;37;;
110611;0600;;34,2;;
110611;0700;;44,9;;
110611;0800;;30,1;;
110611;0900;;21,8;;
110611;1000;;44,3;;
110611;1100;;56,6;;
110611;1200;;46,2;;
110611;1300;;44,6;;
110611;1400;;24,8;;
110611;1500;;19,6;;
110611;1600;;19;;
110611;1700;;15,4;;
110611;1800;;21;;
110611;1900;;28,5;;
110611;2000;;28,9;;
110611;2100;;24,6;;
110611;2200;;19,9;;
110611;2300;;22,3;;
110612;0000;;49;;
110612;0100;;54,9;;
110612;0200;;67,2998;;
110612;0300;;43,1;;
110612;0400;;31,9;;
110612;0500;;28,9;;
110612;0600;;42,4;;
110612;0700;;39,1;;
110612;0800;;32,6;;
110612;0900;;36,4;;
110612;1000;;21,2;;
110612;1100;;19,3;;
110612;1200;;16,9;;
110612;1300;;10,2;;
110612;1400;;10,6;;
110612;1500;;17;;
110612;1600;;33;;
110612;1700;;109,9;;
110612;1800;;208,3;;
110612;1900;;316,3;;
110612;2000;;514,3;;
110612;2100;;736,398;;
110612;2200;;950,698;;
110612;2300;;1000;;
110613;0000;;997,8;;
110613;0100;;945,5;;
110613;0200;;727,198;;
110613;0300;;516,5;;
110613;0400;;339,8;;
110613;0500;;227;;
110613;0600;;137,7;;
110613;0700;;118,5;;
110613;0800;;208,6;;
110613;0900;;206,4;;
110613;1000;;;;
110613;1100;;59,7;;
110613;1200;;34,3;;
110613;1300;;19,2;;
110613;1400;;17,1;;
110613;1500;;14,8;;
110613;1600;;71,3999;;
110613;1700;;253,8;;
110613;1800;;361,8;;
110613;1900;;;;
110613;2000;;157;;
110613;2100;;411,5;;
110613;2200;;525,698;;
110613;2300;;186,8;;
110614;0000;;50,6;;
110614;0100;;39,8;;
110614;0200;;;;
110614;0300;;59,7;;
110614;0400;;29,1;;
110614;0500;;43,7;;
110614;0600;;43,4;;
110614;0700;;19,8;;
110614;0800;;34,3;;
110614;0900;;66,7;;
110614;1000;;36,4;;
110614;1100;;120,3;;
110614;1200;;69,8999;;
110614;1300;;24,4;;
110614;1400;;;;
110614;1500;;;;
110614;1600;;41,1;;
110614;1700;;72,5;;
110614;1800;;82,7998;;
110614;1900;;39,9;;
110614;2000;;34,2;;
110614;2100;;60,3;;
110614;2200;;69,2;;
110614;2300;;;;
110615;0000;;24,4;;
110615;0100;;14,6;;
110615;0200;;;;
110615;0300;;;;
110615;0400;;;;
110615;0500;;20,1;;
110615;0600;;10,6;;
110615;0700;;22,4;;
110615;0800;;25,1;;
110615;0900;;;;
110615;1000;;26;;
110615;1100;;44,6;;
110615;1200;;35,8;;
110615;1300;;22;;
110615;1400;;34,1;;
110615;1500;;56,5;;
110615;1600;;58,7;;
110615;1700;;52,1;;
110615;1800;;94,3999;;
110615;1900;;90,6;;
110615;2000;;109,9;;
110615;2100;;58,8;;
110615;2200;;32,7;;
110615;2300;;41,1;;
110616;0000;;35,5;;
110616;0100;;33,7;;
110616;0200;;30,9;;
110616;0300;;22,6;;
110616;0400;;46,2;;
110616;0500;;24,4;;
110616;0600;;18,8;;
110616;0700;;25;;
110616;0800;;58,2;;
110616;0900;;69,7998;;
110616;1000;;27,5;;
110616;1100;;4,39999;;
110616;1200;;24,4;;
110616;1300;;18,1;;
110616;1400;;17;;
110616;1500;;5,6;;
110616;1600;;6,2;;
110616;1700;;33,5;;
110616;1800;;43,3;;
110616;1900;;49,9;;
110616;2000;;21;;
110616;2100;;45,1;;
110616;2200;;19,5;;
110616;2300;;16,8;;
110617;0000;;14,7;;
110617;0100;;11,5;;
110617;0200;;19,9;;
110617;0300;;27,1;;
110617;0400;;10,7;;
110617;0500;;5,5;;
110617;0600;;7,2;;
110617;0700;;8,7;;
110617;0800;;;;
110617;0900;;;;
110617;1000;;;;
110617;1100;;;;
110617;1200;;19,9;;
110617;1300;;;;
110617;1400;;;;
110617;1500;;18;;
110617;1600;;;;
110617;1700;;;;
110617;1800;;;;
110617;1900;;;;
110617;2000;;;;
110617;2100;;;;
110617;2200;;17,4;;
110617;2300;;17,6;;
110618;0000;;19,1;;
110618;0100;;8,7;;
110618;0200;;10,3;;
110618;0300;;5,8;;
110618;0400;;12;;
110618;0500;;11,8;;
110618;0600;;9,79999;;
110618;0700;;4,3;;
110618;0800;;9,29999;;
110618;0900;;13,5;;
110618;1000;;15,5;;
110618;1100;;21,9;;
110618;1200;;18,8;;
110618;1300;;22;;
110618;1400;;25,5;;
110618;1500;;25,4;;
110618;1600;;27,3;;
110618;1700;;58,7;;
110618;1800;;46;;
110618;1900;;41,6;;
110618;2000;;38,6;;
110618;2100;;30,9;;
110618;2200;;15,4;;
110618;2300;;36,4;;
110619;0000;;28,1;;
110619;0100;;26,7;;
110619;0200;;13;;
110619;0300;;17,6;;
110619;0400;;14,2;;
110619;0500;;11;;
110619;0600;;4,5;;
110619;0700;;11,7;;
110619;0800;;12,8;;
110619;0900;;16,4;;
110619;1000;;13,6;;
110619;1100;;17,4;;
110619;1200;;30,6;;
110619;1300;;;;
110619;1400;;;;
110619;1500;;23,7;;
110619;1600;;20,1;;
110619;1700;;19,8;;
110619;1800;;69;;
110619;1900;;74,2998;;
110619;2000;;82;;
110619;2100;;47,5;;
110619;2200;;145,9;;
110619;2300;;233,8;;
110620;0000;;103,1;;
110620;0100;;41,5;;
110620;0200;;;;
110620;0300;;25,2;;
110620;0400;;28,6;;
110620;0500;;20,6;;
110620;0600;;30,5;;
110620;0700;;82,1;;
110620;0800;;40,3;;
110620;0900;;41,7;;
110620;1000;;32,1;;
110620;1100;;71,2998;;
110620;1200;;29,8;;
110620;1300;;41,9;;
110620;1400;;29,4;;
110620;1500;;20,9;;
110620;1600;;59,3;;
110620;1700;;214,4;;
110620;1800;;295,1;;
110620;1900;;273,5;;
110620;2000;;454,2;;
110620;2100;;381,2;;
110620;2200;;429,9;;
110620;2300;;396,5;;
110621;0000;;181,7;;
110621;0100;;257,9;;
110621;0200;;390,3;;
110621;0300;;277,5;;
110621;0400;;236,9;;
110621;0500;;178,1;;
110621;0600;;130,2;;
110621;0700;;172,9;;
110621;0800;;384,7;;
110621;0900;;462,8;;
110621;1000;;300,7;;
110621;1100;;127,2;;
110621;1200;;47,2;;
110621;1300;;72,2;;
110621;1400;;59,7;;
110621;1500;;71;;
110621;1600;;95,5;;
110621;1700;;106,4;;
110621;1800;;118,6;;
110621;1900;;51,7;;
110621;2000;;96;;
110621;2100;;112,7;;
110621;2200;;118,4;;
110621;2300;;238,9;;
110622;0000;;211,7;;
110622;0100;;251,7;;
110622;0200;;123,8;;
110622;0300;;71,6;;
110622;0400;;52;;
110622;0500;;25,1;;
110622;0600;;29,1;;
110622;0700;;83,5;;
110622;0800;;54,6;;
110622;0900;;89,1;;
110622;1000;;90,1;;
110622;1100;;98,6;;
110622;1200;;140,1;;
110622;1300;;121;;
110622;1400;;101,1;;
110622;1500;;79,1;;
110622;1600;;111,1;;
110622;1700;;95,7998;;
110622;1800;;109,9;;
110622;1900;;109,7;;
110622;2000;;105,9;;
110622;2100;;101;;
110622;2200;;92,1;;
110622;2300;;87,6;;
110623;0000;;94,7998;;
110623;0100;;152,3;;
110623;0200;;74,2998;;
110623;0300;;52,2;;
110623;0400;;47,6;;
110623;0500;;45,6;;
110623;0600;;40,8;;
110623;0700;;51,1;;
110623;0800;;40,5;;
110623;0900;;32,5;;
110623;1000;;52,8;;
110623;1100;;34,6;;
110623;1200;;26,2;;
110623;1300;;;;
110623;1400;;45,2;;
110623;1500;;25,6;;
110623;1600;;17,6;;
110623;1700;;43;;
110623;1800;;89,7;;
110623;1900;;134,3;;
110623;2000;;178,1;;
110623;2100;;262,7;;
110623;2200;;236,9;;
110623;2300;;290,5;;
110624;0000;;129,7;;
110624;0100;;105,9;;
110624;0200;;212,9;;
110624;0300;;51,4;;
110624;0400;;22,4;;
110624;0500;;30,3;;
110624;0600;;30,5;;
110624;0700;;117,5;;
110624;0800;;231,1;;
110624;0900;;130,7;;
110624;1000;;37,7;;
110624;1100;;33,6;;
110624;1200;;37;;
110624;1300;;33,2;;
110624;1400;;34,2;;
110624;1500;;30,9;;
110624;1600;;69,7;;
110624;1700;;137,4;;
110624;1800;;153,3;;
110624;1900;;173;;
110624;2000;;257,2;;
110624;2100;;164,2;;
110624;2200;;101,4;;
110624;2300;;101,7;;
110625;0000;;78;;
110625;0100;;104,6;;
110625;0200;;106;;
110625;0300;;97;;
110625;0400;;111,5;;
110625;0500;;93,1;;
110625;0600;;39,8;;
110625;0700;;;;
110625;0800;;51,2;;
110625;0900;;52,9;;
110625;1000;;53,2;;
110625;1100;;35,7;;
110625;1200;;28,5;;
110625;1300;;112,6;;
110625;1400;;42;;
110625;1500;;61,5;;
110625;1600;;102,3;;
110625;1700;;120,9;;
110625;1800;;232,1;;
110625;1900;;447,3;;
110625;2000;;297,7;;
110625;2100;;164;;
110625;2200;;59,8;;
110625;2300;;91;;
110626;0000;;108,4;;
110626;0100;;70,1;;
110626;0200;;87,6;;
110626;0300;;64,7;;
110626;0400;;49,2;;
110626;0500;;30,9;;
110626;0600;;53,2;;
110626;0700;;70,7998;;
110626;0800;;54,8;;
110626;0900;;78,6;;
110626;1000;;53,2;;
110626;1100;;32,6;;
110626;1200;;40,4;;
110626;1300;;92,2998;;
110626;1400;;57,7;;
110626;1500;;53,2;;
110626;1600;;124,2;;
110626;1700;;176,9;;
110626;1800;;199,4;;
110626;1900;;139,3;;
110626;2000;;147,8;;
110626;2100;;140,7;;
110626;2200;;245,4;;
110626;2300;;179,6;;
110627;0000;;147,8;;
110627;0100;;207,3;;
110627;0200;;188,8;;
110627;0300;;234,9;;
110627;0400;;172,2;;
110627;0500;;129,7;;
110627;0600;;117,9;;
110627;0700;;88,6;;
110627;0800;;87,7998;;
110627;0900;;220,1;;
110627;1000;;148;;
110627;1100;;71,6;;
110627;1200;;29,8;;
110627;1300;;18,6;;
110627;1400;;23,8;;
110627;1500;;27,7;;
110627;1600;;73,7998;;
110627;1700;;50,2;;
110627;1800;;76,5;;
110627;1900;;121,5;;
110627;2000;;174,2;;
110627;2100;;113,8;;
110627;2200;;191,8;;
110627;2300;;239,1;;
110628;0000;;214,8;;
110628;0100;;241,7;;
110628;0200;;60,6;;
110628;0300;;18,3;;
110628;0400;;15,9;;
110628;0500;;12,6;;
110628;0600;;10,2;;
110628;0700;;37,9;;
110628;0800;;41,4;;
110628;0900;;35,3;;
110628;1000;;48,3;;
110628;1100;;49,6;;
110628;1200;;39,7;;
110628;1300;;38,5;;
110628;1400;;55;;
110628;1500;;46,4;;
110628;1600;;15,6;;
110628;1700;;33,8;;
110628;1800;;46,9;;
110628;1900;;;;
110628;2000;;31,9;;
110628;2100;;47,5;;
110628;2200;;85;;
110628;2300;;38,4;;
110629;0000;;87,2998;;
110629;0100;;83,6;;
110629;0200;;42,9;;
110629;0300;;20,5;;
110629;0400;;14,3;;
110629;0500;;11,7;;
110629;0600;;13,2;;
110629;0700;;12,7;;
110629;0800;;7,7;;
110629;0900;;10,8;;
110629;1000;;25,4;;
110629;1100;;22,4;;
110629;1200;;13,8;;
110629;1300;;20,2;;
110629;1400;;;;
110629;1500;;40,2;;
110629;1600;;28;;
110629;1700;;69,6;;
110629;1800;;106,9;;
110629;1900;;85,1;;
110629;2000;;54,6;;
110629;2100;;97,7998;;
110629;2200;;90,5;;
110629;2300;;98,2;;
110630;0000;;49,4;;
110630;0100;;36,2;;
110630;0200;;11,6;;
110630;0300;;16;;
110630;0400;;8,79999;;
110630;0500;;11;;
110630;0600;;17;;
110630;0700;;47,9;;
110630;0800;;69,7;;
110630;0900;;86,5;;
110630;1000;;35,8;;
110630;1100;;22,9;;
110630;1200;;27,6;;
110630;1300;;;;
110630;1400;;;;
110630;1500;;31,5;;
110630;1600;;31,8;;
110630;1700;;40,6;;
110630;1800;;85,3999;;
110630;1900;;;;
110630;2000;;124,7;;
110630;2100;;84,5;;
110630;2200;;109;;
110630;2300;;86,8999;;
110701;0000;;38,7;;
110701;0100;;;;
110701;0200;;57,3;;
110701;0300;;36,5;;
110701;0400;;62;;
110701;0500;;40,7;;
110701;0600;;56,6;;
110701;0700;;138,9;;
110701;0800;;125,3;;
110701;0900;;104,9;;
110701;1000;;115,1;;
110701;1100;;51,7;;
110701;1200;;;;
110701;1300;;53,6;;
110701;1400;;37,8;;
110701;1500;;38,4;;
110701;1600;;47,9;;
110701;1700;;98,2;;
110701;1800;;201;;
110701;1900;;262,2;;
110701;2000;;377,4;;
110701;2100;;307,8;;
110701;2200;;477,4;;
110701;2300;;692,3;;
110702;0000;;666,198;;
110702;0100;;685;;
110702;0200;;539,698;;
110702;0300;;329,5;;
110702;0400;;322,1;;
110702;0500;;234,5;;
110702;0600;;186,7;;
110702;0700;;123,1;;
110702;0800;;179,4;;
110702;0900;;119,3;;
110702;1000;;41,9;;
110702;1100;;62,7;;
110702;1200;;40,6;;
110702;1300;;41,8;;
110702;1400;;34,8;;
110702;1500;;23,8;;
110702;1600;;58,2;;
110702;1700;;43;;
110702;1800;;162,3;;
110702;1900;;316,5;;
110702;2000;;151,3;;
110702;2100;;93,6;;
110702;2200;;113,4;;
110702;2300;;224,2;;
110703;0000;;242;;
110703;0100;;344,8;;
110703;0200;;219,1;;
110703;0300;;124,8;;
110703;0400;;115,8;;
110703;0500;;78,2998;;
110703;0600;;114,2;;
110703;0700;;;;
110703;0800;;122,1;;
110703;0900;;75,7998;;
110703;1000;;38,4;;
110703;1100;;20,9;;
110703;1200;;19;;
110703;1300;;35,8;;
110703;1400;;32,7;;
110703;1500;;35,5;;
110703;1600;;73,2;;
110703;1700;;162,9;;
110703;1800;;146,7;;
110703;1900;;241,5;;
110703;2000;;147,8;;
110703;2100;;237,6;;
110703;2200;;436,2;;
110703;2300;;402;;
110704;0000;;430,7;;
110704;0100;;363,2;;
110704;0200;;183,9;;
110704;0300;;94,2;;
110704;0400;;57,9;;
110704;0500;;65,1;;
110704;0600;;57,3;;
110704;0700;;61,3;;
110704;0800;;79;;
110704;0900;;56,6;;
110704;1000;;79,6;;
110704;1100;;92,6;;
110704;1200;;45,8;;
110704;1300;;43,1;;
110704;1400;;72,8999;;
110704;1500;;47,4;;
110704;1600;;92,2998;;
110704;1700;;224,5;;
110704;1800;;651,898;;
110704;1900;;594,6;;
110704;2000;;646,6;;
110704;2100;;696,3;;
110704;2200;;370,1;;
110704;2300;;271,8;;
110705;0000;;117,5;;
110705;0100;;137,4;;
110705;0200;;191,9;;
110705;0300;;93,6;;
110705;0400;;77,2;;
110705;0500;;99,1;;
110705;0600;;41,8;;
110705;0700;;52,7;;
110705;0800;;49,6;;
110705;0900;;47,6;;
110705;1000;;63;;
110705;1100;;78,1;;
110705;1200;;40,5;;
110705;1300;;67,6;;
110705;1400;;61,4;;
110705;1500;;128,3;;
110705;1600;;127,5;;
110705;1700;;189,4;;
110705;1800;;189,2;;
110705;1900;;144,5;;
110705;2000;;194,5;;
110705;2100;;234,2;;
110705;2200;;200,5;;
110705;2300;;157,8;;
110706;0000;;136,8;;
110706;0100;;57,2;;
110706;0200;;70,7998;;
110706;0300;;55,3;;
110706;0400;;72,5;;
110706;0500;;52,3;;
110706;0600;;49,7;;
110706;0700;;45,3;;
110706;0800;;40,7;;
110706;0900;;96,3999;;
110706;1000;;128,9;;
110706;1100;;195;;
110706;1200;;110,5;;
110706;1300;;94,5;;
110706;1400;;104;;
110706;1500;;87,5;;
110706;1600;;116,9;;
110706;1700;;162,4;;
110706;1800;;309,3;;
110706;1900;;387,9;;
110706;2000;;499,9;;
110706;2100;;533,398;;
110706;2200;;502,8;;
110706;2300;;584,198;;
110707;0000;;487,7;;
110707;0100;;189,2;;
110707;0200;;178,1;;
110707;0300;;149,2;;
110707;0400;;150,6;;
110707;0500;;98,2;;
110707;0600;;86,8999;;
110707;0700;;98,2;;
110707;0800;;130,8;;
110707;0900;;178,5;;
110707;1000;;249,1;;
110707;1100;;212,3;;
110707;1200;;166,4;;
110707;1300;;70,2998;;
110707;1400;;105,1;;
110707;1500;;92,2998;;
110707;1600;;107,5;;
110707;1700;;306,4;;
110707;1800;;459,5;;
110707;1900;;713,5;;
110707;2000;;791;;
110707;2100;;158,4;;
110707;2200;;45,1;;
110707;2300;;39,2;;
110708;0000;;49,9;;
110708;0100;;39;;
110708;0200;;38,3;;
110708;0300;;30,9;;
110708;0400;;30,1;;
110708;0500;;25,7;;
110708;0600;;22,6;;
110708;0700;;;;
110708;0800;;36,3;;
110708;0900;;95,5;;
110708;1000;;121,8;;
110708;1100;;179,4;;
110708;1200;;189;;
110708;1300;;54,8;;
110708;1400;;111,5;;
110708;1500;;;;
110708;1600;;112,5;;
110708;1700;;46,8;;
110708;1800;;76,2998;;
110708;1900;;103,9;;
110708;2000;;78,7998;;
110708;2100;;96,8999;;
110708;2200;;87,2998;;
110708;2300;;156,6;;
110709;0000;;134,4;;
110709;0100;;85;;
110709;0200;;56,1;;
110709;0300;;42,2;;
110709;0400;;22,2;;
110709;0500;;28,6;;
110709;0600;;45,9;;
110709;0700;;;;
110709;0800;;36,7;;
110709;0900;;23,9;;
110709;1000;;28,4;;
110709;1100;;28,7;;
110709;1200;;25;;
110709;1300;;51,3;;
110709;1400;;42,2;;
110709;1500;;42,4;;
110709;1600;;36,6;;
110709;1700;;26,4;;
110709;1800;;30,2;;
110709;1900;;43,6;;
110709;2000;;26,2;;
110709;2100;;31,3;;
110709;2200;;39;;
110709;2300;;119,3;;
110710;0000;;275,5;;
110710;0100;;278,9;;
110710;0200;;157,5;;
110710;0300;;95;;
110710;0400;;14,4;;
110710;0500;;18,8;;
110710;0600;;16,5;;
110710;0700;;;;
110710;0800;;51,1;;
110710;0900;;101,8;;
110710;1000;;129,1;;
110710;1100;;37,9;;
110710;1200;;13,5;;
110710;1300;;9,2;;
110710;1400;;15,3;;
110710;1500;;18,4;;
110710;1600;;18,9;;
110710;1700;;47,7;;
110710;1800;;31,7;;
110710;1900;;;;
110710;2000;;39,7;;
110710;2100;;23,3;;
110710;2200;;23,2;;
110710;2300;;9,2;;
110711;0000;;10,8;;
110711;0100;;8,09998;;
110711;0200;;24,2;;
110711;0300;;10,9;;
110711;0400;;6,1;;
110711;0500;;9,5;;
110711;0600;;11,8;;
110711;0700;;12,1;;
110711;0800;;10;;
110711;0900;;23;;
110711;1000;;22,5;;
110711;1100;;21,6;;
110711;1200;;21,7;;
110711;1300;;12,7;;
110711;1400;;29;;
110711;1500;;29;;
110711;1600;;31,7;;
110711;1700;;95,8999;;
110711;1800;;142,3;;
110711;1900;;;;
110711;2000;;191,9;;
110711;2100;;128,6;;
110711;2200;;128,7;;
110711;2300;;59,9;;
110712;0000;;49,7;;
110712;0100;;40,3;;
110712;0200;;124,7;;
110712;0300;;73,5;;
110712;0400;;40,2;;
110712;0500;;28,8;;
110712;0600;;30,3;;
110712;0700;;42,5;;
110712;0800;;;;
110712;0900;;126,7;;
110712;1000;;53;;
110712;1100;;25,4;;
110712;1200;;;;
110712;1300;;29,2;;
110712;1400;;20;;
110712;1500;;30,9;;
110712;1600;;34,5;;
110712;1700;;27,8;;
110712;1800;;32,6;;
110712;1900;;24,4;;
110712;2000;;40,4;;
110712;2100;;26,6;;
110712;2200;;22,9;;
110712;2300;;14,6;;
110713;0000;;16;;
110713;0100;;61,6;;
110713;0200;;69,3999;;
110713;0300;;27;;
110713;0400;;31,8;;
110713;0500;;23,4;;
110713;0600;;18,5;;
110713;0700;;11,3;;
110713;0800;;11,7;;
110713;0900;;16,3;;
110713;1000;;33,1;;
110713;1100;;20;;
110713;1200;;13,3;;
110713;1300;;13,8;;
110713;1400;;6,8;;
110713;1500;;36,1;;
110713;1600;;23,9;;
110713;1700;;15,5;;
110713;1800;;13,1;;
110713;1900;;18,1;;
110713;2000;;18,4;;
110713;2100;;50,5;;
110713;2200;;16,4;;
110713;2300;;7,39999;;
110714;0000;;5,3;;
110714;0100;;27,2;;
110714;0200;;16,4;;
110714;0300;;27,5;;
110714;0400;;11,9;;
110714;0500;;4,8;;
110714;0600;;11,5;;
110714;0700;;11,8;;
110714;0800;;11,9;;
110714;0900;;26,8;;
110714;1000;;28;;
110714;1100;;9,5;;
110714;1200;;10;;
110714;1300;;;;
110714;1400;;;;
110714;1500;;22,3;;
110714;1600;;17,3;;
110714;1700;;19,1;;
110714;1800;;32,5;;
110714;1900;;24,8;;
110714;2000;;37,7;;
110714;2100;;43,5;;
110714;2200;;32,1;;
110714;2300;;40,9;;
110715;0000;;41;;
110715;0100;;35,6;;
110715;0200;;25,7;;
110715;0300;;22,4;;
110715;0400;;23,3;;
110715;0500;;25,3;;
110715;0600;;30;;
110715;0700;;;;
110715;0800;;;;
110715;0900;;39,2;;
110715;1000;;23;;
110715;1100;;19,5;;
110715;1200;;12,3;;
110715;1300;;;;
110715;1400;;32,9;;
110715;1500;;62,9;;
110715;1600;;30,3;;
110715;1700;;38,5;;
110715;1800;;46,3;;
110715;1900;;;;
110715;2000;;71,7998;;
110715;2100;;30,4;;
110715;2200;;25,2;;
110715;2300;;31,4;;
110716;0000;;24,7;;
110716;0100;;26,6;;
110716;0200;;40,6;;
110716;0300;;37,4;;
110716;0400;;35,8;;
110716;0500;;41,4;;
110716;0600;;22,3;;
110716;0700;;29,1;;
110716;0800;;34,7;;
110716;0900;;44,9;;
110716;1000;;32,3;;
110716;1100;;33,2;;
110716;1200;;24,6;;
110716;1300;;33,8;;
110716;1400;;26,4;;
110716;1500;;34,9;;
110716;1600;;41,3;;
110716;1700;;58,5;;
110716;1800;;110,1;;
110716;1900;;64,6;;
110716;2000;;46,3;;
110716;2100;;65,8999;;
110716;2200;;71,6;;
110716;2300;;85,8999;;
110717;0000;;41,1;;
110717;0100;;54,2;;
110717;0200;;34,6;;
110717;0300;;27,6;;
110717;0400;;27,9;;
110717;0500;;33;;
110717;0600;;22,8;;
110717;0700;;41,1;;
110717;0800;;26,5;;
110717;0900;;32,6;;
110717;1000;;39,9;;
110717;1100;;17,6;;
110717;1200;;33,2;;
110717;1300;;73,7998;;
110717;1400;;56,9;;
110717;1500;;67,1;;
110717;1600;;65,6;;
110717;1700;;126,7;;
110717;1800;;212,9;;
110717;1900;;424,9;;
110717;2000;;725,6;;
110717;2100;;431,5;;
110717;2200;;281,4;;
110717;2300;;149,3;;
110718;0000;;40,6;;
110718;0100;;93;;
110718;0200;;;;
110718;0300;;60;;
110718;0400;;58,4;;
110718;0500;;38,4;;
110718;0600;;23,1;;
110718;0700;;40,4;;
110718;0800;;40,9;;
110718;0900;;31,7;;
110718;1000;;37;;
110718;1100;;38,8;;
110718;1200;;16,4;;
110718;1300;;27,5;;
110718;1400;;35;;
110718;1500;;57,1;;
110718;1600;;71,2998;;
110718;1700;;103,1;;
110718;1800;;162,5;;
110718;1900;;229,2;;
110718;2000;;237;;
110718;2100;;189,1;;
110718;2200;;161,1;;
110718;2300;;182,8;;
110719;0000;;147;;
110719;0100;;87,7;;
110719;0200;;45,3;;
110719;0300;;25,7;;
110719;0400;;40,4;;
110719;0500;;34,2;;
110719;0600;;24,8;;
110719;0700;;;;
110719;0800;;;;
110719;0900;;23,3;;
110719;1000;;53,4;;
110719;1100;;51,2;;
110719;1200;;67;;
110719;1300;;85,1;;
110719;1400;;44,6;;
110719;1500;;24,7;;
110719;1600;;25,9;;
110719;1700;;160,9;;
110719;1800;;363,2;;
110719;1900;;352,8;;
110719;2000;;373;;
110719;2100;;363,8;;
110719;2200;;150;;
110719;2300;;71,7;;
110720;0000;;44,7;;
110720;0100;;61,1;;
110720;0200;;50,6;;
110720;0300;;58,6;;
110720;0400;;70,2;;
110720;0500;;43,7;;
110720;0600;;20,6;;
110720;0700;;33,2;;
110720;0800;;71,2998;;
110720;0900;;52,3;;
110720;1000;;37,3;;
110720;1100;;33,9;;
110720;1200;;55,2;;
110720;1300;;26,8;;
110720;1400;;17,2;;
110720;1500;;33,6;;
110720;1600;;40,1;;
110720;1700;;64,2998;;
110720;1800;;44,8;;
110720;1900;;38,2;;
110720;2000;;25,3;;
110720;2100;;50,5;;
110720;2200;;45,2;;
110720;2300;;31,4;;
110721;0000;;43,5;;
110721;0100;;44,3;;
110721;0200;;;;
110721;0300;;28,3;;
110721;0400;;24;;
110721;0500;;7,3;;
110721;0600;;9,5;;
110721;0700;;19,5;;
110721;0800;;24,6;;
110721;0900;;69,8999;;
110721;1000;;16,8;;
110721;1100;;10,6;;
110721;1200;;11,7;;
110721;1300;;13,5;;
110721;1400;;15;;
110721;1500;;35,1;;
110721;1600;;29,2;;
110721;1700;;32,9;;
110721;1800;;105,4;;
110721;1900;;342,9;;
110721;2000;;206,2;;
110721;2100;;201,2;;
110721;2200;;181,7;;
110721;2300;;89,2;;
110722;0000;;40,7;;
110722;0100;;;;
110722;0200;;61,7;;
110722;0300;;37;;
110722;0400;;40,8;;
110722;0500;;22,5;;
110722;0600;;24,1;;
110722;0700;;23,2;;
110722;0800;;36,5;;
110722;0900;;46,7;;
110722;1000;;95,3999;;
110722;1100;;147,1;;
110722;1200;;85,8999;;
110722;1300;;84,6;;
110722;1400;;82,7998;;
110722;1500;;49,5;;
110722;1600;;71,8999;;
110722;1700;;115,6;;
110722;1800;;98;;
110722;1900;;167,3;;
110722;2000;;85,1;;
110722;2100;;71,6;;
110722;2200;;111,1;;
110722;2300;;60,3;;
110723;0000;;44,6;;
110723;0100;;54,1;;
110723;0200;;44,9;;
110723;0300;;24,8;;
110723;0400;;57,7;;
110723;0500;;41,6;;
110723;0600;;28,5;;
110723;0700;;68,2998;;
110723;0800;;34,1;;
110723;0900;;76,2998;;
110723;1000;;103,8;;
110723;1100;;155,8;;
110723;1200;;88,7998;;
110723;1300;;78;;
110723;1400;;129,9;;
110723;1500;;94,1;;
110723;1600;;45,9;;
110723;1700;;146,1;;
110723;1800;;265,7;;
110723;1900;;430,9;;
110723;2000;;451,7;;
110723;2100;;473,9;;
110723;2200;;375,6;;
110723;2300;;289,5;;
110724;0000;;88,2998;;
110724;0100;;61,3;;
110724;0200;;41,3;;
110724;0300;;33,6;;
110724;0400;;30,2;;
110724;0500;;38,9;;
110724;0600;;50,4;;
110724;0700;;41;;
110724;0800;;11,8;;
110724;0900;;45,6;;
110724;1000;;31,1;;
